conference,url,title,authors,abstract,citations,research_areas
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1944/2142,Extracting Ontological Selectional Preferences for Non-Pertainym Adjectives from the Google Corpus,"John J. Tanner, Fernando Gomez","While there has been much research into using selectional preferences for word sense disambiguation (WSD), much difficulty has been encountered. To facilitate study into this difficulty and aid in WSD in general, a database of the selectional preferences of non-pertainym prenomial adjectives extracted from the Google Web 1T 5-gram Corpus is proposed. A variety of methods for computing the preferences of each adjective over a set of noun categories from WordNet have been evaluated via simulated disambiguation of pseudohomonyms. The best method of these involves computing for each noun category the ratio of single-word common (i.e. not proper) noun lemma types which can co-occur with a given adjective to the number of single-word common noun lemmata whose estimated frequency is greater than a threshold based on the frequency of the adjective. The database produced by this procedure will be made available to the public.",2,{}
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1835/2143,Forest-Based Semantic Role Labeling,"Hao Xiong, Haitao Mi, Yang Liu, Qun Liu","Parsing plays an important role in semantic role labeling (SRL) because most SRL systems infer semantic relations from 1-best parses. Therefore, parsing errors inevitably lead to labeling mistakes. To alleviate this problem, we propose to use packed forest, which compactly encodes all parses for a sentence. We design an algorithm to exploit exponentially many parses to learn semantic relations efciently. Experimental results on the CoNLL-2005 shared task show that using forests achieves an absolute improvement of 1.2% in terms of F1 score over using 1-best parses and 0.6% over using 50-best parses.",1,"{'Taolive Recommendation': 1, 'Natural Language Processing': 9, 'Machine Learning': 3, 'Machine Translation': 9, 'Parsing': 1, 'QA': 1, 'Artificial Intelligence': 2, 'Computational Linguistics': 6, 'Chinese Language Processing': 2, 'Speech Recognition': 1, 'natural language processing': 1, 'machine translation': 1, 'Computer Music': 1, 'Statistical Machine Translation': 1, 'Natural Language Processing and Computational Linguistics': 1, 'Intelligent Computing': 1, 'Automatic Speech Recognition': 1, 'Speaker Recognition': 1, 'Language Recognition': 1, 'Voice Conversion': 1, 'Maschine Learning': 1, 'Remote Sensing': 1, 'Computer Vision': 1, 'Image Processing': 1, '3D-Reconstruction': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1713/2144,Bidirectional Integration of Pipeline Models,"Xiaofeng Yu, Wai Lam","Traditional information extraction systems adopt pipeline strategies, which are highly ineffective and suffer from several problems such as error propagation. Typically, pipeline models fail to produce highly-accurate final output. On the other hand, there has been growing interest in integrated or joint models which explore mutual benefits and perform multiple subtasks simultaneously to avoid problems caused by pipeline models. However, building such systems usually increases computational complexity and requires considerable engineering. This paper presents a general, strongly-coupled, and bidirectional architecture based on discriminatively trained factor graphs for information extraction. First we introduce joint factors connecting variables of relevant subtasks to capture dependencies and interactions between them. We then propose a strong bidirectional MCMC sampling inference algorithm which allows information to flow in both directions to find the approximate MAP solution for all subtasks. Extensive experiments on entity identification and relation extraction using real-world data illustrate the promise of our approach.",5,"{'Text Mining and Machine Learning': 1, 'Intelligent Information Retrieval': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1865/2145,Finite-State Controllers Based on Mealy Machines for Centralized and Decentralized POMDPs,"Christopher Amato, Blai Bonet, Shlomo Zilberstein","Existing controller-based approaches for centralized and decentralized POMDPs are based on automata with output known as Moore machines. In this paper, we show that several advantages can be gained by utilizing another type of automata, the Mealy machine. Mealy machines are more powerful than Moore machines, provide a richer structure that can be exploited by solution methods, and can be easily incorporated into current controller-based approaches. To demonstrate this, we adapted some existing controller-based algorithms to use Mealy machines and obtained results on a set of benchmark domains. The Mealy-based approach always outperformed the Moore-based approach and often outperformed the state-of-the-art algorithms for both centralized and decentralized POMDPs. These findings provide fresh and general insights for the improvement of existing algorithms and the development of new ones.",45,"{'Artificial Intelligence': 3, 'Multi-Agent Systems': 1, 'Multi-Robot Systems': 1, 'Reinforcement Learning': 1, 'Automated Planning': 2, 'Multiagent Systems': 1, 'Autonomous Agents': 1, 'Bounded Rationality': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1838/2146,Multi-Agent Plan Recognition: Formalization and Algorithms,"Bikramjit Banerjee, Landon Kraemer, Jeremy Lyle","Multi-Agent Plan Recognition (MAPR) seeks to identify the dynamic team structures and team behaviors from the observations of the activity-sequences of a set of intelligent agents, based on a library of known team-activities (plan library). It has important applications in analyzing data from automated monitoring, surveillance, and intelligence analysis in general. In this paper, we formalize MAPR using a basic model that explicates the cost of abduction in single agent plan recognition by ""flattening"" or decompressing the (usually compact, hierarchical) plan library. We show that single-agent plan recognition with a decompressed library can be solved in time polynomial in the input size, while it is known that with a compressed (by partial ordering constraints) library it is NP-complete. This leads to an important insight: that although the compactness of the plan library plays an important role in the hardness of single-agent plan recognition (as recognized in the existing literature), that is not the case with multiple agents. We show, for the first time, that MAPR is NP-complete even when the (multi-agent) plan library is fully decompressed. As with previous solution approaches, we break the problem into two stages: hypothesis generation and hypothesis search. We show that Knuth's ``Algorithm X'' (with the efficient ``dancing links'' representation) is particularly suited for our model, and can be adapted to perform a branch and bound search for the second stage, in this model. We show empirically that this new approach leads to significant pruning of the hypothesis space in MAPR.",51,"{'Artificial Intelligence': 1, 'Reinforcement Learning': 1, 'Planning': 1, 'Graph Theory': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1907/2148,Using Bisimulation for Policy Transfer in MDPs,"Pablo Samuel Castro, Doina Precup","Knowledge transfer has been suggested as a useful approach for solving large Markov Decision Processes. The main idea is to compute a decision-making policy in one environment and use it in a different environment, provided the two are ”close enough”. In this paper, we use bisimulation-style metrics (Ferns et al., 2004) to guide knowledge transfer. We propose algorithms that decide what actions to transfer from the policy computed on a small MDP task to a large task, given the bisimulation distance between states in the two tasks. We demonstrate the inherent ”pessimism” of bisimulation metrics and present variants of this metric aimed to overcome this pessimism, leading to improved action transfer. We also show that using this approach for transferring temporally extended actions (Sutton et al., 1999) is more successful than using it exclusively with primitive actions. We present theoretical guarantees on the quality of the transferred policy, as well as promising empirical results.",38,"{'Reinforcement Learning': 1, 'Machine Learning': 1, 'Artificial Intelligence': 2, 'Creativity': 1, 'Music': 1, 'machine learning': 1, 'reinforcement learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1629/2150,To Max or Not to Max: Online Learning for Speeding Up Optimal Planning,"Carmel Domshlak, Erez Karpas, Shaul Markovitch","It is well known that there cannot be a single ""best"" heuristic for optimal planning in general. One way of overcoming this is by combining admissible heuristics (e.g. by using their maximum), which requires computing numerous heuristic estimates at each state. However, there is a tradeoff between the time spent on computing these heuristic estimates for each state, and the time saved by reducing the number of expanded states. We present a novel method that reduces the cost of combining admissible heuristics for optimal search, while maintaining its benefits. Based on an idealized search space model, we formulate a decision rule for choosing the best heuristic to compute at each state. We then present an active online learning approach for that decision rule, and employ the learned model to decide which heuristic to compute at each state. We evaluate this technique empirically, and show that it substantially outperforms each of the individual heuristics that were used, as well as their regular maximum.",43,"{'artificial intelligence': 1, 'automated planning': 1, 'planning': 1, 'Cognitive Robotics': 1, 'Artificial Intelligence': 2, 'Automated Planning': 1, 'Machine Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1750/2152,An Analytic Characterization of Model Minimization in Factored Markov Decision Processes,"Wenyuan Guo, Tze-Yun Leong","Model minimization in Factored Markov Decision Processes (FMDPs) is concerned with finding the most compact partition of the state space such that all states in the same block are action-equivalent. This is an important problem because it can potentially transform a large FMDP into an equivalent but much smaller one, whose solution can be readily used to solve the original model. Previous model minimization algorithms are iterative in nature, making opaque the relationship between the input model and the output partition. We demonstrate that given a set of well-defined concepts and operations on partitions, we can express the model minimization problem in an analytic fashion. The theoretical results developed can be readily applied to solving problems such as estimating the size of the minimum partition, refining existing algorithms, and so on.",4,"{'Artificial intelligence': 1, 'biomedical informatics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1588/2153,Using Closed Captions as Supervision for Video Activity Recognition,"Sonal Gupta, Raymond J. Mooney","Recognizing activities in real-world videos is a difficult problem exacerbated by background clutter, changes in camera angle & zoom, and rapid camera movements. Large corpora of labeled videos can be used to train automated activity recognition systems, but this requires expensive human labor and time. This paper explores how closed captions that naturally accompany many videos can act as weak supervision that allows automatically collecting ""labeled"" data for activity recognition. We show that such an approach can improve activity retrieval in soccer videos. Our system requires no manual labeling of video clips and needs minimal human supervision. We also present a novel caption classifier that uses additional linguistic information to determine whether a specific comment refers to an ongoing activity. We demonstrate that combining linguistic analysis and automatically trained activity recognizers can significantly improve the precision of video retrieval.",30,"{'natural language processing': 1, 'artificial intelligence': 1, 'machine learning': 1, 'computer vision': 1, 'Artificial Intelligence': 1, 'Machine Learning': 1, 'Data Mining': 1, 'Natural Language Processing': 1, 'Computational Linguistics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1900/2154,PUMA: Planning Under Uncertainty with Macro-Actions,"Ruijie He, Emma Brunskill, Nicholas Roy","Planning in large, partially observable domains is challenging, especially when a long-horizon lookahead is necessary to obtain a good policy. Traditional POMDP planners that plan a different potential action for each future observation can be prohibitively expensive when planning many steps ahead. An efficient solution for planning far into the future in fully observable domains is to use temporally-extended sequences of actions, or ""macro-actions."" In this paper, we present a POMDP algorithm for planning under uncertainty with macro-actions (PUMA) that automatically constructs and evaluates open-loop macro-actions within forward-search planning, where the planner branches on observations only at the end of each macro-action. Additionally, we show how to incrementally refine the plan over time, resulting in an anytime algorithm that provably converges to an epsilon-optimal policy. In experiments on several large POMDP problems which require a long horizon lookahead, PUMA outperforms existing state-of-the art solvers.",90,"{'Reinforcement Learning': 1, 'Machine Learning': 2, 'Decision Making Under Uncertainty': 1, 'Online Education': 1, 'Robotics': 1, 'Human-Robot Interaction': 1, 'Micro Air Vehicles': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1560/2155,SAP Speaks PDDL,"Joerg Hoffmann, Ingo Weber, Frank Michael Kraft","In several application areas for Planning, in particular helping with the creation of new processes in Business Process Management (BPM), a major obstacle lies in the modeling. Obtaining a suitable model to plan with is often prohibitively complicated and/or costly. Our core observation in this work is that, for software-architectural purposes, SAP is already using a model that is essentially a variant of PDDL. That model describes the behavior of Business Objects, in terms of status variables and how they are affected by system transactions. We show herein that one can leverage the model to obtain (a) a promising BPM planning application which incurs hardly any modeling costs, and (b) an interesting planning benchmark. We design a suitable planning formalism and an adaptation of FF, and we perform large-scale experiments. Our prototype is part of a research extension to the SAP NetWeaver platform.",29,"{'Artificial Intelligence': 10, 'Automated Planning': 6, 'Combinatorial Search': 5, 'Heuristic Search': 5, 'Business Process Management': 3, 'Software Architecture': 3, 'DevOps': 3, 'Dependability': 3, 'Blockchain': 3, 'Services': 2, 'Smarter Cities (Water': 2, 'Health': 2, 'Traffic)': 2, 'Software Engineering': 3, 'Computer Supported Cooperative Work': 1, 'Crowdsourcing': 1, 'Global Software Engineering': 1, 'Empirical Software Engineering': 1, 'Agile Software Development': 1, 'Software Process': 1, 'Plan Recognition': 1, 'Machine Learning': 1, 'Multiagent Systems': 1, 'Human-AI Teaming': 1, 'XAI': 1, 'Robotics': 1, 'Planning': 2, 'Data Science': 1, 'Explainable AI': 1, 'Interpretable Machine Learning': 1, 'Modeling': 1, 'Domain Specific Languages': 1, 'Modelling': 1, 'Language Semantics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1798/2156,Structured Parameter Elicitation,"Li Ling Ko, David Hsu, Wee Sun Lee, Sylvie C. W. Ong","The behavior of a complex system often depends on parameters whose values are unknown in advance. To operate effectively, an autonomous agent must actively gather information on the parameter values while progressing towards its goal. We call this problem parameter elicitation. Partially observable Markov decision processes (POMDPs) provide a principled framework for such uncertainty planning tasks, but they suffer from high computational complexity. However, POMDPs for parameter elicitation often possess special structural properties, specifically, factorization and symmetry. This work identifies these properties and exploits them for efficient solution through a factored belief representation. The experimental results show that our new POMDP solvers outperform SARSOP and MOMDP, two of the fastest general-purpose POMDP solvers available, and can handle significantly larger problems.",28,"{'Statistics': 2, 'Decision analysis': 1, 'Game Theory': 1, 'Operations Research': 1, 'Health Economics': 1, 'robotics': 1, 'computational biology': 1, 'Machine Learning': 2, 'Planning Under Uncertainty': 1, 'Approximate Inference': 1, 'Expert judgment': 1, 'Foresight': 1, 'Decision theory': 1, 'Social-ecological systems': 1, 'Conservation Biology': 1, 'ornithology': 1, 'conservation biology': 1, 'Burden of Disease': 1, 'Public Health': 1, 'Epidemiology': 1, 'Health Impact Assessment': 1, 'Food Safety': 1, 'expert judgment': 1, 'uncertainty analysis': 1, 'climate change': 1, 'risk': 2, 'high dimensional dependence modeling': 1, 'Microbial risk assessment': 1, 'epidemiology': 1, 'foodborne pathogens': 1, 'dependece': 1, 'graphical models': 1, 'risk analysis': 1, 'Geology': 1, 'tsunami': 1, 'earthquake': 1, 'earthquake seismology': 1, 'ground motion attenuation': 1, 'impact': 1, 'Artificial Intelligence': 2, 'Bayesian networks': 1, 'probabilistic risk assessment': 1, 'expert elicitation': 1, 'user modelling': 1, 'Probabilistic Causality': 1, 'Bayesian Networks': 1, 'Informal Logic': 1, 'Constraint-based Layout': 1, 'Information Visualisation': 1, 'Network Layout': 1, 'Usability': 1, 'Interaction Design': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1925/2158,SixthSense: Fast and Reliable Recognition of Dead Ends in MDPs,"Andrey Kolobov, ' Mausam, Daniel Weld","The results of the latest International Probabilistic Planning Competition (IPPC-2008) indicate that the presence of dead ends, states with no trajectory to the goal, makes MDPs hard for modern probabilistic planners. Implicit dead ends, states with executable actions but no path to the goal, are particularly challenging; existing MDP solvers spend much time and memory identifying these states. As a first attempt to address this issue, we propose a machine learning algorithm called SIXTHSENSE. SIXTHSENSE helps existing MDP solvers by finding nogoods, conjunctions of literals whose truth in a state implies that the state is a dead end. Importantly, our learned nogoods are sound, and hence the states they identify are true dead ends. SIXTHSENSE is very fast, needs little training data, and takes only a small fraction of total planning time. While IPPC problems may have millions of dead ends, they may typically be represented with only a dozen or two no-goods. Thus, nogood learning efficiently produces a quick and reliable means for dead-end recognition. Our experiments show that the nogoods found by SIXTHSENSE routinely reduce planning space and time on IPPC domains, enabling some planners to solve problems they could not previously handle.",13,"{'Artificial Intelligence': 3, 'Planning Under Uncertainty': 1, 'Machine Learning': 1, 'Crowdsourcing': 3, 'Human AI Interaction': 2, 'Information Extraction': 2, 'Planning': 2}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1938/2159,Planning in Dynamic Environments: Extending HTNs with Nonlinear Continuous Effects,"Matthew Molineaux, Matthew Klenk, David Aha","Planning in dynamic continuous environments requires reasoning about nonlinear continuous effects, which previous Hierarchical Task Network (HTN) planners do not support. In this paper, we extend an existing HTN planner with a new state projection algorithm. To our knowledge, this is the first HTN planner that can reason about nonlinear continuous effects. We use a wait action to instruct this planner to consider continuous effects in a given state. We also introduce a new planning domain to demonstrate the benefits of planning with nonlinear continuous effects. We compare our approach with a linear continuous effects planner and a discrete effects HTN planner on a benchmark domain, which reveals that its additional costs are largely mitigated by domain knowledge. Finally, we present an initial application of this algorithm in a practical domain, a Navy training simulation, illustrating the utility of this approach for planning in dynamic continuous environments.",31,"{'Explanation': 1, 'autonomous agents': 1, 'high-level reasoning': 1, 'environment learning': 1, 'Artificial Intelligence': 1, 'AI': 1, 'Goal Reasoning': 1, 'Explainable AI': 1, 'Case-Based Reasoning': 1, 'Instance-Based Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1821/2160,Probabilistic Plan Recognition Using Off-the-Shelf Classical Planners,"Miguel Ramírez, Hector Geffner","Plan recognition is the problem of inferring the goals and plans of an agent after observing its behavior. Recently, it has been shown that this problem can be solved efficiently, without the need of a plan library, using slightly modified planning algorithms. In this work, we extend this approach to the more general problem of probabilistic plan recognition where a probability distribution over the set of goals is sought under the assumptions that actions have deterministic effects and both agent and observer have complete information about the initial state. We show that this problem can be solved efficiently using classical planners provided that the probability of a partially observed execution given a goal is defined in terms of the cost difference of achieving the goal under two conditions: complying with the observations, and not complying with them. This cost, and hence the posterior goal probabilities, are computed by means of two calls to a classical planner that no longer has to be modified in any way. A number of examples is considered to illustrate the quality, flexibility, and scalability of the approach.",316,"{'Automated Planning and Scheduling': 1, 'Combinatorial Optimization': 1, 'Approximate Dynamic Programming': 1, 'Hybrid Systems': 1, 'Artificial Intelligence': 1, 'Automated Planning': 1, 'Machine Learning': 1, 'Cognitive Science': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1610/2162,Robust Policy Computation in Reward-Uncertain MDPs Using Nondominated Policies,"Kevin Regan, Craig Boutilier","The precise specification of reward functions for Markov decision processes (MDPs) is often extremely difficult, motivating research into both reward elicitation and the robust solution of MDPs with imprecisely specified reward (IRMDPs). We develop new techniques for the robust optimization of IRMDPs, using the minimax regret decision criterion, that exploit the set of nondominated policies, i.e., policies that are optimal for some instantiation of the imprecise reward function. Drawing parallels to POMDP value functions, we devise a Witness-style algorithm for identifying nondominated policies. We also examine several new algorithms for computing minimax regret using the nondominated set, and examine both practically and theoretically the impact of approximating this set. Our results suggest that a small subset of the nondominated set can greatly speed up computation, yet yield very tight approximations to minimax regret.",59,"{'Machine Learning - Decision Theory': 1, 'Artificial Intelligence': 1, 'Decision Theory': 1, 'Recommender Systems': 1, 'Computational Economics': 1, 'Reinforcement Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1603/2163,Recognizing Multi-Agent Activities from GPS Data,"Adam Sadilek, Henry Kautz","Recent research has shown that surprisingly rich models of human behavior can be learned from GPS (positional) data. However, most research to date has concentrated on modeling single individuals or aggregate statistical properties of groups of people. Given noisy real-world GPS data, we---in contrast---consider the problem of modeling and recognizing activities that involve multiple related individuals playing a variety of roles. Our test domain is the game of capture the flag---an outdoor game that involves many distinct cooperative and competitive joint activities. We model the domain using Markov logic, a statistical relational language, and learn a theory that jointly denoises the data and infers occurrences of high-level activities, such as capturing a player. Our model combines constraints imposed by the geometry of the game area, the motion model of the players, and by the rules and dynamics of the game in a probabilistically and logically sound fashion. We show that while it may be impossible to directly detect a multi-agent activity due to sensor noise or malfunction, the occurrence of the activity can still be inferred by considering both its impact on the future behaviors of the people involved as well as the events that could have preceded it. We compare our unified approach with three alternatives (both probabilistic and nonprobabilistic) where either the denoising of the GPS data and the detection of the high-level activities are strictly separated, or the states of the players are not considered, or both. We show that the unified approach with the time window spanning the entire game, although more computationally costly, is significantly more accurate.",83,"{'Machine learning': 1, 'AI': 1, 'Robotics': 1, 'Health': 1, 'Networks': 1, 'artificial intelligence': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1840/2165,Symbolic Dynamic Programming for First-order POMDPs,"Scott Sanner, Kristian Kersting","Partially-observable Markov decision processes (POMDPs) provide a powerful model for sequential decision-making problems with partially-observed state and are known to have (approximately) optimal dynamic programming solutions. Much work in recent years has focused on improving the efficiency of these dynamic programming algorithms by exploiting symmetries and factored or relational representations. In this work, we show that it is also possible to exploit the full expressive power of first-order quantification to achieve state, action, and observation abstraction in a dynamic programming solution to relationally specified POMDPs. Among the advantages of this approach are the ability to maintain compact value function representations, abstract over the space of potentially optimal actions, and automatically derive compact conditional policy trees that minimally partition relational observation spaces according to distinctions that have an impact on policy values. This is the first lifted relational POMDP solution that can optimally accommodate actions with a potentially infinite relational space of observation outcomes.",85,"{'Artificial Intelligence': 3, 'Machine Learning': 3, 'Information Retrieval': 1, 'Neurosymbolic AI': 1, 'Probabilistic Circuits': 1, 'Interpretability': 1, 'Decision Theory': 1, 'Recommender Systems': 1, 'Computational Economics': 1, 'Reinforcement Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1902/2167,Compressing POMDPs Using Locality Preserving Non-Negative Matrix Factorization,"Georgios Theocharous, Sridhar Mahadevan","Partially Observable Markov Decision Processes (POMDPs) are a well-established and rigorous framework for sequential decision-making under uncertainty. POMDPs are well-known to be intractable to solve exactly, and there has been significant work on finding tractable approximation methods. One well-studied approach is to find a compression of the original POMDP by projecting the belief states to a lower-dimensional space. We present a novel dimensionality reduction method for POMDPs based on locality preserving non-negative matrix factorization. Unlike previous approaches, such as Krylov compression and regular non-negative matrix factorization, our approach preserves the local geometry of the belief space manifold. We present results on standard benchmark POMDPs showing improved performance over previously explored compression algorithms for POMDPs.",6,"{'Artificial intelligence': 1, 'machine learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1714/2168,Relational Partially Observable MDPs,"Chenggang Wang, Roni Khardon","Relational Markov Decision Processes (MDP) are a useful abstraction for stochastic planning problems since one can develop abstract solutions for them that are independent of domain size or instantiation. While there has been an increased interest in developing relational fully observable MDPs, there has been very little work on relational partially observable MDPs (POMDP), which deal with uncertainty in problem states in addition to stochastic action effects. This paper provides a concrete formalization of relational POMDPs making several technical contributions toward their solution. First, we show that to maintain correctness one must distinguish between quantification over states and quantification over belief states; this implies that solutions based on value iteration are inherently limited to the finite horizon case. Second, we provide a symbolic dynamic programing algorithm for finite horizon relational POMDPs, solving them at an abstract level, by lifting the propositional incremental pruning algorithm. Third, we show that this algorithm can be implemented using first order decision diagrams, a compact representation for functions over relational structures, that has been recently used to solve relational MDPs.",33,"{'Machine Learning': 2, 'Artificial Intelligence': 5, 'Theory': 1, 'machine learning': 4, 'robotics': 1, 'Robotics': 1, 'Robot Learning': 1, 'artificial intelligence': 3, 'medical informatics': 1, 'multi-agent systems': 1, 'multiagent systems': 3, 'knowledge representation': 1, 'computer science': 1, 'autonomous agents': 2, 'argumentation': 2, 'mobile robotics': 2, 'Markov decision processes': 1, 'Heuristic search': 1, 'Reinforcement Learning': 1, 'Creativity': 1, 'Music': 1, 'Semantics': 1, 'probabilistic systems': 1, 'verification': 1, 'quantum information theory': 1, 'reinforcement learning': 2, 'Operations research': 1, 'spreadsheet modeling': 1, 'Databases': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1665/2169,Simultaneous Elicitation of Preference Features and Utility,"Craig Boutilier, Kevin Regan, Paolo Viappiani","Most frameworks for utility elicitation assume a predefined set of features over which user preferences are expressed. We consider utility elicitation in the presence of subjective or user-defined features, whose definitions are not known in advance. We treat the problem of learning a user's feature definition as one of concept learning, but whose goal is to learn only enough about the concept definition to enable a good decision to be made. This is complicated by the fact that user utility is unknown. We describe computational procedures for identifying optimal alternatives w.r.t minimax regret in the presence of both utility and concept uncertainty; and develop several heuristic query strategies that focus simultaneously on reduction of relevant concept and utility uncertainty.",30,"{'Artificial Intelligence': 2, 'Decision Theory': 1, 'Recommender Systems': 2, 'Computational Economics': 1, 'Reinforcement Learning': 1, 'Machine Learning - Decision Theory': 1, 'Algorithmic Decision Theory': 1, 'Computational Social Choice': 1, 'Machine Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1873/2170,Decision-Theoretic Control of Crowd-Sourced Workflows,"Peng Dai, ' Mausam, Daniel Sabey Weld","Crowd-sourcing is a recent framework in which human intelligence tasks are outsourced to a crowd of unknown people (""workers"") as an open call (e.g., on Amazon's Mechanical Turk). Crowd-sourcing has become immensely popular with hoards of employers (""requesters""), who use it to solve a wide variety of jobs, such as dictation transcription, content screening, etc. In order to achieve quality results, requesters often subdivide a large task into a chain of bite-sized subtasks that are combined into a complex, iterative workflow in which workers check and improve each other's results. This paper raises an exciting question for AI — could an autonomous agent control these workflows without human intervention, yielding better results than today's state of the art, a fixed control program? We describe a planner, TurKontrol, that formulates workflow control as a decision-theoretic optimization problem, trading off the implicit quality of a solution artifact against the cost for workers to achieve it. We lay the mathematical framework to govern the various decisions at each point in a popular class of workflows. Based on our analysis we implement the workflow control algorithm and present experiments demonstrating that TurKontrol obtains much higher utilities than popular fixed policies.",168,"{'Artificial Intelligence': 4, 'Machine Learning': 2, 'Human Computation': 2, 'Planning': 4, 'Human AI Interaction': 2, 'Crowdsourcing': 2, 'Information Extraction': 2}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1772/2171,Respecting Markov Equivalence in Computing Posterior Probabilities of Causal Graphical Features,"Eun Yong Kang, Ilya Shpitser, Eleazar Eskin","There have been many efforts to identify causal graphical features such as directed edges between random variables from observational data. Recently, Tian et al. proposed a new dynamic programming algorithm which computes marginalized posterior probabilities of directed edge features over all the possible structures in O(n3n) time when the number of parents per node is bounded by a constant, where n is the number of variables of interest. However the main drawback of this approach is that deciding a single appropriate threshold for the existence of the directed edge feature is difficult due to the scale difference of the posterior probabilities between the directed edges forming v-structures and the directed edges not forming v-structures. We claim that computing posterior probabilities of both adjacencies and v-structures is necessary and more effective for discovering causal graphical features, since it allows us to find a single appropriate decision threshold for the existence of the feature that we are testing. For efficient computation, we provide a novel dynamic programming algorithm which computes the posterior probabilities of all of n(n – 1)/2 adjacency and n(n–1 choose 2) v-structure features in O(n3 * 3n) time.",3,"{'Statistical Learning': 1, 'Machine Learning': 1, 'Computational Biology': 2, 'User Modeling': 1, 'Recommendation System': 1, 'artificial intelligence': 1, 'causal inference': 1, 'graphical models': 1, 'statistics': 1, 'machine learning': 1, 'Bioinformatics': 1, 'Genetics': 1, 'Computer Science': 1, 'Computational Genetics': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1845/2173,Informed Lifting for Message-Passing,"Kristian Kersting, Youssef El Massaoudi, Fabian Hadiji, Babak Ahmadi","Lifted inference, handling whole sets of indistinguishable objects together, is critical to the effective application of probabilistic relational models to realistic real world tasks. Recently, lifted belief propagation (LBP) has been proposed as an efficient approximate solution of this inference problem. It runs a modified BP on a lifted network where nodes have been grouped together if they have — roughly speaking — identical computation trees, the tree-structured “unrolling” of the underlying graph rooted at the nodes. In many situations, this purely syntactic criterion is too pessimistic: message errors decay along paths. Intuitively, for a long chain graph with weak edge potentials, distant nodes will send and receive identical messages yet their computation trees are quite different. To overcome this, we propose iLBP, a novel, easy-to-implement, informed LBP approach that interleaves lifting and modified BP iterations. In turn, we can efficiently monitor the true BP messages sent and received in each iteration and group nodes accordingly. As our experiments show, iLBP can yield significantly faster more lifted network while not degrading performance. Above all, we show that iLBP is faster than BP when solving the problem of distributing data to a large network, an important real-world application where BP is faster than uninformed LBP.",32,"{'Artificial Intelligence': 2, 'Neurosymbolic AI': 1, 'Probabilistic Circuits': 1, 'Interpretability': 1, 'Machine Learning': 2, 'Statistical Relational Learning': 1}"
aaai,https://www.aaai.org/ocs/index.php/AAAI/AAAI10/paper/view/1898/2174,Efficient Belief Propagation for Utility Maximization and Repeated Inference,"Aniruddh Nath, Pedro Domingos","Many problems require repeated inference on probabilistic graphical models, with different values for evidence variables or other changes. Examples of such problems include utility maximization, MAP inference, online and interactive inference, parameter and structure learning, and dynamic inference. Since small changes to the evidence typically only affect a small region of the network, repeatedly performing inference from scratch can be massively redundant. In this paper, we propose expanding frontier belief propagation (EFBP), an efficient approximate algorithm for probabilistic inference with incremental changes to the evidence (or model). EFBP is an extension of loopy belief propagation (BP) where each run of inference reuses results from the previous ones, instead of starting from scratch with the new evidence; messages are only propagated in regions of the network affected by the changes. We provide theoretical guarantees bounding the difference in beliefs generated by EFBP and standard BP, and apply EFBP to the problem of expected utility maximization in influence diagrams. Experiments on viral marketing and combinatorial auction problems show that EFBP can converge much faster than BP without significantly affecting the quality of the solutions.",42,"{'Machine Learning': 2, 'Artificial Intelligence': 2, 'Data Science': 1}"
